review_id,business_id,user_id,stars,int_b_id,int_u_id
TsVsT1VHmMfUpIkr5eGYbw,-AgfhwHOYrsPKt-_xV_Ipg,aNfG4yqETNKXNQgc2qTToA,1,1027,1036
mv4MeyGwfwxIrzRfFYos2w,-AgfhwHOYrsPKt-_xV_Ipg,pEzb9RfmnD2zn5wUPpdmzg,4,1027,1459
HyRlgWH3CIUAoWv0dDwvjQ,-AgfhwHOYrsPKt-_xV_Ipg,8zTgQO2jEWqZHqpN1bZyJA,4,1027,289
jYf0ryqBoYWOzMgkngOLfw,-AgfhwHOYrsPKt-_xV_Ipg,alUuOskFSl1bODjnce2PpQ,4,1027,1046
2GoxAYqQhmtPKiGe9QNKOQ,-AgfhwHOYrsPKt-_xV_Ipg,mvlYRVqDzAi3bqQFXYjFug,4,1027,1386
FR46Sk_Da9jECnyUCRnNfw,7EnzO970Zdrd_gjIJJLfrQ,Wc5L6iuvSNF5WGBlqIO8nw,5,1132,913
1NMz_icVzzWfOmSS8eUkvw,7EnzO970Zdrd_gjIJJLfrQ,Yc_DAhEc7maqaRFli4T6yw,5,1132,973
3YDV_c_i79F8unXKE9-G3A,7EnzO970Zdrd_gjIJJLfrQ,BnywXOmsaeNYIKJQWaQIlQ,4,1132,368
WI3h3p5EXiXj8NiOStHZdA,7EnzO970Zdrd_gjIJJLfrQ,KIBnDrvylvrvhr4Ow6OIAw,5,1132,581
rbQF797kWY8QasInnVHJaQ,7EnzO970Zdrd_gjIJJLfrQ,frlKbObavggbdI6cWYO8XA,4,1132,1190
WkUK5YtWT3xZhV3guoORMw,7EnzO970Zdrd_gjIJJLfrQ,-V7frksbFjKQYVhrPnnlPw,5,1132,23
6h68SCPmuxhpXM__7x72cA,7EnzO970Zdrd_gjIJJLfrQ,6MM9Yqn7UBM8tmpSHQHAAg,5,1132,218
-yFQNmSawQFMPfXg2bdlnw,7EnzO970Zdrd_gjIJJLfrQ,yfW9H3NdSQvz1BQEyWGL2g,4,1132,1730
C4JWrJ-PYpFbXVaof4FP2Q,7EnzO970Zdrd_gjIJJLfrQ,jfUTkA8sIhiw5ahn9-9HPg,5,1132,1301
tnljwXP0sXjEQeFGk1e3PA,7EnzO970Zdrd_gjIJJLfrQ,fy4Z9VPLoCo1Zn_7B1V-jQ,4,1132,1193
awq9f2EEcDPsaWQ4iIVEng,7EnzO970Zdrd_gjIJJLfrQ,xq6-0j26VVYVFBdPb7RvQQ,4,1132,1708
1-NgerOWU9a1lBbDIzo-Qw,7EnzO970Zdrd_gjIJJLfrQ,sKVpHfhkG_Nvgf_Vfb91Cg,5,1132,1550
YVzUy5YR1UZL6YWmW0R9ZA,7EnzO970Zdrd_gjIJJLfrQ,CgWWnLS1JuY-IFlULUVowQ,5,1132,394
oJyiR8vBrcKYfFJbTrY7bA,7EnzO970Zdrd_gjIJJLfrQ,A5FnteBcoOCdydcHxgpfIw,4,1132,316
wWJ1wXJW8Ei65i4FyhrgQA,7EnzO970Zdrd_gjIJJLfrQ,TmljCl6px9_1D-V1dEUR-w,3,1132,834
O9UubGgTNFvjeFcYruJjew,2tOFKXY2cBqLG8FYdaJHEw,_56O-ii3sNA_EqKUXCjHIg,4,966,1012
XF2EQlXBMqrS6gMQo8VeDQ,2tOFKXY2cBqLG8FYdaJHEw,Wc5L6iuvSNF5WGBlqIO8nw,4,966,913
DP0JWEZfrh5motUaLmbm_w,2tOFKXY2cBqLG8FYdaJHEw,FuW1EwnbQoHyDMeOGrljsg,3,966,477
z90ZH8-MGd7U6MRvKSH7Ag,2tOFKXY2cBqLG8FYdaJHEw,JLdxmsngE7cjrwNT7zqgyQ,4,966,554
